Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Datetime
5/11/2007,5:58:00,1.328,0.0,242.87,5.4,0.0,0.0,19.0,2007-11-05 05:58:00
10/7/2008,1:40:00,0.244,0.144,240.05,1.2,0.0,0.0,0.0,2008-07-10 01:40:00
29/6/2008,21:51:00,0.32,0.0,242.18,1.6,0.0,0.0,0.0,2008-06-29 21:51:00
8/2/2008,21:54:00,1.854,0.224,238.51,7.8,0.0,2.0,0.0,2008-02-08 21:54:00
26/4/2008,23:13:00,0.552,0.0,244.33,2.2,0.0,0.0,0.0,2008-04-26 23:13:00
25/2/2008,18:33:00,0.24,0.0,236.16,1.0,0.0,0.0,0.0,2008-02-25 18:33:00
11/7/2008,4:26:00,0.266,0.194,240.49,1.4,0.0,1.0,1.0,2008-07-11 04:26:00
20/2/2008,23:39:00,2.722,0.222,241.94,11.2,38.0,1.0,0.0,2008-02-20 23:39:00
24/3/2007,14:53:00,4.136,0.364,239.87,17.2,1.0,37.0,17.0,2007-03-24 14:53:00
17/11/2008,1:30:00,0.416,0.092,244.59,1.8,0.0,0.0,0.0,2008-11-17 01:30:00
6/2/2007,11:57:00,0.496,0.0,243.41,2.4,0.0,0.0,0.0,2007-02-06 11:57:00
24/6/2008,6:58:00,2.212,0.238,233.1,10.2,0.0,2.0,17.0,2008-06-24 06:58:00
2/1/2008,20:46:00,1.504,0.086,237.83,6.2,0.0,0.0,18.0,2008-01-02 20:46:00
18/12/2006,20:59:00,3.264,0.076,233.28,14.0,0.0,0.0,17.0,2006-12-18 20:59:00
24/10/2008,19:09:00,3.362,0.246,230.61,15.4,21.0,0.0,0.0,2008-10-24 19:09:00
31/12/2007,20:11:00,2.608,0.078,234.36,11.0,0.0,0.0,17.0,2007-12-31 20:11:00
29/7/2007,5:18:00,0.198,0.122,236.97,1.0,0.0,0.0,0.0,2007-07-29 05:18:00
5/2/2008,22:57:00,0.302,0.0,247.71,1.2,0.0,0.0,0.0,2008-02-05 22:57:00
29/1/2008,22:12:00,3.692,0.112,240.36,15.4,0.0,0.0,18.0,2008-01-29 22:12:00
23/10/2007,0:09:00,1.284,0.0,240.12,5.2,0.0,0.0,18.0,2007-10-23 00:09:00
30/3/2007,17:58:00,0.446,0.232,244.67,2.0,0.0,0.0,0.0,2007-03-30 17:58:00
16/6/2008,0:38:00,0.334,0.0,242.74,1.6,0.0,0.0,1.0,2008-06-16 00:38:00
19/2/2008,13:28:00,1.468,0.188,239.81,6.2,0.0,2.0,18.0,2008-02-19 13:28:00
11/12/2007,2:02:00,0.218,0.0,245.26,0.8,0.0,0.0,0.0,2007-12-11 02:02:00
10/7/2008,15:18:00,0.138,0.0,242.07,0.6,0.0,0.0,1.0,2008-07-10 15:18:00
17/4/2007,1:22:00,0.254,0.094,239.67,1.2,0.0,0.0,0.0,2007-04-17 01:22:00
29/10/2008,13:45:00,0.698,0.058,243.74,2.8,0.0,0.0,0.0,2008-10-29 13:45:00
8/8/2007,18:27:00,0.242,0.12,236.61,1.0,0.0,0.0,0.0,2007-08-08 18:27:00
12/6/2007,5:42:00,0.112,0.0,241.19,0.6,0.0,0.0,0.0,2007-06-12 05:42:00
21/3/2007,8:21:00,1.39,0.102,240.45,5.8,0.0,0.0,18.0,2007-03-21 08:21:00
19/11/2008,22:28:00,1.564,0.084,241.82,6.6,0.0,0.0,0.0,2008-11-19 22:28:00
5/1/2008,13:02:00,4.01,0.4,232.3,17.6,0.0,1.0,16.0,2008-01-05 13:02:00
14/10/2007,12:09:00,1.582,0.19,239.63,6.6,0.0,0.0,17.0,2007-10-14 12:09:00
21/7/2007,3:14:00,0.184,0.056,235.44,0.8,0.0,0.0,0.0,2007-07-21 03:14:00
29/12/2006,9:02:00,3.284,0.0,238.13,13.8,0.0,0.0,17.0,2006-12-29 09:02:00
24/8/2008,15:56:00,0.08,0.0,239.75,0.2,0.0,0.0,1.0,2008-08-24 15:56:00
4/5/2007,1:57:00,0.286,0.202,238.14,1.4,0.0,0.0,0.0,2007-05-04 01:57:00
6/6/2008,0:08:00,0.28,0.112,242.65,1.2,0.0,0.0,0.0,2008-06-06 00:08:00
9/11/2008,23:02:00,0.778,0.084,243.26,3.2,0.0,0.0,0.0,2008-11-09 23:02:00
18/7/2007,14:38:00,0.214,0.076,225.85,1.0,0.0,0.0,0.0,2007-07-18 14:38:00
20/12/2007,23:37:00,0.322,0.11,246.47,1.4,0.0,0.0,0.0,2007-12-20 23:37:00
22/4/2007,1:49:00,0.248,0.138,241.81,1.2,0.0,0.0,0.0,2007-04-22 01:49:00
16/5/2007,11:23:00,1.386,0.072,234.04,5.8,0.0,0.0,17.0,2007-05-16 11:23:00
22/11/2007,3:11:00,0.322,0.112,246.24,1.4,0.0,0.0,0.0,2007-11-22 03:11:00
12/1/2007,4:13:00,0.314,0.162,242.45,1.4,0.0,0.0,0.0,2007-01-12 04:13:00
14/8/2008,6:29:00,0.178,0.152,240.61,0.8,0.0,0.0,0.0,2008-08-14 06:29:00
22/11/2007,20:37:00,2.358,0.0,237.05,9.8,0.0,1.0,17.0,2007-11-22 20:37:00
1/7/2008,13:22:00,0.414,0.122,240.09,2.0,0.0,0.0,1.0,2008-07-01 13:22:00
4/8/2007,16:23:00,0.31,0.1,237.42,1.4,0.0,0.0,0.0,2007-08-04 16:23:00
13/3/2008,9:50:00,1.382,0.054,241.03,5.6,0.0,0.0,18.0,2008-03-13 09:50:00
6/12/2007,6:26:00,1.72,0.094,241.22,7.2,0.0,0.0,18.0,2007-12-06 06:26:00
4/3/2008,1:53:00,0.504,0.0,240.68,2.0,0.0,0.0,0.0,2008-03-04 01:53:00
27/12/2007,22:36:00,2.006,0.316,238.49,8.4,1.0,5.0,18.0,2007-12-27 22:36:00
16/2/2007,3:42:00,0.434,0.0,247.31,2.0,0.0,0.0,0.0,2007-02-16 03:42:00
12/6/2008,20:22:00,2.062,0.318,240.34,8.6,1.0,1.0,18.0,2008-06-12 20:22:00
31/5/2007,7:27:00,0.41,0.052,235.71,1.8,0.0,0.0,0.0,2007-05-31 07:27:00
5/7/2007,20:20:00,0.914,0.158,239.14,3.8,0.0,0.0,0.0,2007-07-05 20:20:00
28/9/2008,6:34:00,0.272,0.124,240.53,1.2,0.0,0.0,0.0,2008-09-28 06:34:00
16/5/2007,14:47:00,0.598,0.182,235.8,2.8,0.0,0.0,0.0,2007-05-16 14:47:00
29/6/2008,20:03:00,0.3,0.126,241.0,1.4,0.0,0.0,1.0,2008-06-29 20:03:00
11/1/2008,22:33:00,4.386,0.076,234.58,18.6,37.0,0.0,17.0,2008-01-11 22:33:00
9/7/2008,16:18:00,0.14,0.0,241.3,0.6,0.0,0.0,1.0,2008-07-09 16:18:00
4/3/2008,20:38:00,1.338,0.052,238.23,5.6,0.0,0.0,18.0,2008-03-04 20:38:00
22/11/2008,20:44:00,1.946,0.112,235.81,8.2,0.0,0.0,0.0,2008-11-22 20:44:00
19/4/2008,15:32:00,4.822,0.486,237.37,20.4,38.0,29.0,1.0,2008-04-19 15:32:00
9/1/2007,22:08:00,1.284,0.124,240.35,5.4,0.0,1.0,0.0,2007-01-09 22:08:00
10/10/2008,22:10:00,0.958,0.18,235.07,4.0,0.0,0.0,0.0,2008-10-10 22:10:00
10/9/2007,21:48:00,3.278,0.096,236.13,13.8,0.0,0.0,17.0,2007-09-10 21:48:00
20/9/2007,14:48:00,0.11,0.0,241.74,0.6,0.0,0.0,0.0,2007-09-20 14:48:00
3/4/2008,15:48:00,0.292,0.0,246.25,1.2,0.0,0.0,0.0,2008-04-03 15:48:00
6/7/2007,21:31:00,5.394,0.21,238.3,22.6,38.0,24.0,17.0,2007-07-06 21:31:00
6/4/2007,13:56:00,0.228,0.0,244.39,1.0,0.0,0.0,0.0,2007-04-06 13:56:00
24/4/2007,7:25:00,3.08,0.106,232.98,13.2,0.0,0.0,16.0,2007-04-24 07:25:00
23/11/2008,21:40:00,3.242,0.21,239.59,13.6,1.0,0.0,18.0,2008-11-23 21:40:00
3/2/2008,4:15:00,0.228,0.0,242.82,1.0,0.0,0.0,0.0,2008-02-03 04:15:00
7/10/2008,3:09:00,0.424,0.0,242.57,2.0,0.0,0.0,0.0,2008-10-07 03:09:00
6/3/2007,10:24:00,0.78,0.104,240.3,3.4,0.0,2.0,0.0,2007-03-06 10:24:00
2/3/2008,21:59:00,0.5,0.0,237.34,2.0,0.0,0.0,0.0,2008-03-02 21:59:00
16/9/2008,12:23:00,0.264,0.098,240.47,1.2,0.0,1.0,0.0,2008-09-16 12:23:00
10/4/2008,0:32:00,0.27,0.0,241.36,1.0,0.0,0.0,1.0,2008-04-10 00:32:00
25/11/2007,16:17:00,0.378,0.194,240.37,1.8,0.0,1.0,0.0,2007-11-25 16:17:00
4/11/2008,6:17:00,0.358,0.086,241.54,1.6,0.0,0.0,0.0,2008-11-04 06:17:00
8/3/2007,2:53:00,1.414,0.07,241.69,5.8,0.0,0.0,18.0,2007-03-08 02:53:00
3/4/2007,10:54:00,1.372,0.104,239.46,5.6,0.0,0.0,18.0,2007-04-03 10:54:00
29/6/2008,3:11:00,0.506,0.226,239.33,2.4,0.0,2.0,1.0,2008-06-29 03:11:00
28/9/2007,12:08:00,1.412,0.078,239.26,5.8,0.0,1.0,17.0,2007-09-28 12:08:00
26/9/2007,5:12:00,0.29,0.078,241.45,1.2,0.0,1.0,0.0,2007-09-26 05:12:00
10/3/2008,6:19:00,0.328,0.0,244.24,1.4,0.0,0.0,0.0,2008-03-10 06:19:00
1/1/2008,11:26:00,4.426,0.048,239.55,18.4,2.0,39.0,18.0,2008-01-01 11:26:00
7/5/2008,20:18:00,0.502,0.19,244.49,2.2,0.0,1.0,0.0,2008-05-07 20:18:00
14/4/2007,9:49:00,0.212,0.0,238.05,0.8,0.0,0.0,0.0,2007-04-14 09:49:00
4/10/2007,7:08:00,1.702,0.078,236.91,7.2,0.0,0.0,17.0,2007-10-04 07:08:00
21/5/2007,3:28:00,0.322,0.068,234.71,1.4,0.0,0.0,0.0,2007-05-21 03:28:00
26/3/2008,12:02:00,3.9,0.142,239.65,16.2,39.0,0.0,18.0,2008-03-26 12:02:00
23/11/2007,21:05:00,4.754,0.298,235.25,20.2,37.0,1.0,0.0,2007-11-23 21:05:00
21/1/2007,5:44:00,0.396,0.258,243.1,2.0,0.0,1.0,0.0,2007-01-21 05:44:00
9/3/2007,0:31:00,0.3,0.064,240.21,1.2,0.0,0.0,0.0,2007-03-09 00:31:00
16/7/2008,14:03:00,0.22,0.0,241.0,1.0,0.0,0.0,1.0,2008-07-16 14:03:00
4/2/2008,10:31:00,1.638,0.2,239.32,6.8,0.0,2.0,18.0,2008-02-04 10:31:00
19/6/2007,18:41:00,0.456,0.0,241.14,1.8,0.0,0.0,0.0,2007-06-19 18:41:00
8/11/2007,3:00:00,0.228,0.0,243.13,1.0,0.0,0.0,0.0,2007-11-08 03:00:00
30/6/2007,13:40:00,0.334,0.234,241.7,1.6,0.0,1.0,0.0,2007-06-30 13:40:00
16/1/2008,20:28:00,2.748,0.096,234.35,11.8,0.0,0.0,0.0,2008-01-16 20:28:00
17/12/2007,13:18:00,1.306,0.0,243.45,5.2,0.0,0.0,18.0,2007-12-17 13:18:00
31/10/2008,1:47:00,0.244,0.0,241.79,1.0,0.0,1.0,0.0,2008-10-31 01:47:00
19/6/2007,0:13:00,0.446,0.228,244.17,2.0,0.0,0.0,0.0,2007-06-19 00:13:00
17/5/2008,22:00:00,4.768,0.07,234.96,20.2,37.0,1.0,18.0,2008-05-17 22:00:00
26/9/2008,9:10:00,1.188,0.0,237.66,5.0,0.0,0.0,18.0,2008-09-26 09:10:00
21/12/2007,13:30:00,1.362,0.062,240.71,5.6,0.0,0.0,18.0,2007-12-21 13:30:00
6/2/2007,15:45:00,2.0,0.248,244.15,8.2,0.0,2.0,18.0,2007-02-06 15:45:00
11/8/2007,6:15:00,0.104,0.0,236.02,0.4,0.0,0.0,0.0,2007-08-11 06:15:00
4/8/2007,17:04:00,0.314,0.104,238.63,1.4,0.0,0.0,0.0,2007-08-04 17:04:00
1/6/2007,7:56:00,1.304,0.052,235.25,5.4,0.0,0.0,17.0,2007-06-01 07:56:00
6/8/2007,20:14:00,0.136,0.0,235.44,0.6,0.0,0.0,0.0,2007-08-06 20:14:00
19/2/2008,22:09:00,2.032,0.114,241.41,8.4,0.0,0.0,18.0,2008-02-19 22:09:00
30/7/2007,15:46:00,0.192,0.11,233.99,1.0,0.0,0.0,0.0,2007-07-30 15:46:00
3/1/2008,18:07:00,3.022,0.16,236.38,12.8,0.0,2.0,17.0,2008-01-03 18:07:00
18/7/2008,18:53:00,0.594,0.116,239.04,2.4,0.0,0.0,1.0,2008-07-18 18:53:00
2/4/2007,15:25:00,0.382,0.22,242.83,1.8,0.0,0.0,0.0,2007-04-02 15:25:00
9/2/2007,17:21:00,0.234,0.0,242.93,1.0,0.0,0.0,0.0,2007-02-09 17:21:00
12/12/2008,11:46:00,1.3,0.07,242.68,5.2,0.0,0.0,18.0,2008-12-12 11:46:00
11/9/2007,19:43:00,0.22,0.126,240.48,1.0,0.0,0.0,0.0,2007-09-11 19:43:00
30/1/2007,23:11:00,0.58,0.0,243.69,2.4,0.0,1.0,0.0,2007-01-30 23:11:00
24/3/2007,12:52:00,3.586,0.092,237.07,15.0,0.0,37.0,18.0,2007-03-24 12:52:00
15/5/2007,6:43:00,0.332,0.0,235.25,1.4,0.0,0.0,0.0,2007-05-15 06:43:00
3/10/2008,0:53:00,0.426,0.204,242.71,2.0,0.0,1.0,1.0,2008-10-03 00:53:00
30/7/2007,11:48:00,0.1,0.0,234.02,0.4,0.0,0.0,0.0,2007-07-30 11:48:00
8/1/2007,2:29:00,1.432,0.198,241.23,6.0,0.0,1.0,17.0,2007-01-08 02:29:00
30/10/2007,17:58:00,0.204,0.0,239.96,0.8,0.0,0.0,0.0,2007-10-30 17:58:00
1/10/2008,19:45:00,1.268,0.36,238.53,5.4,0.0,0.0,1.0,2008-10-01 19:45:00
29/9/2007,23:35:00,1.964,0.064,236.94,8.6,7.0,0.0,0.0,2007-09-29 23:35:00
28/3/2008,13:53:00,1.316,0.0,242.24,5.4,0.0,0.0,18.0,2008-03-28 13:53:00
10/5/2007,0:56:00,0.212,0.096,235.06,1.0,0.0,0.0,0.0,2007-05-10 00:56:00
18/7/2008,4:18:00,1.89,0.068,238.28,7.8,0.0,0.0,29.0,2008-07-18 04:18:00
26/1/2007,21:17:00,3.062,0.194,237.83,12.8,0.0,0.0,18.0,2007-01-26 21:17:00
18/8/2007,18:21:00,0.18,0.104,241.25,0.8,0.0,0.0,0.0,2007-08-18 18:21:00
20/3/2007,12:02:00,1.674,0.184,240.13,7.0,0.0,1.0,18.0,2007-03-20 12:02:00
20/7/2008,12:39:00,2.0,0.078,236.37,8.4,0.0,0.0,29.0,2008-07-20 12:39:00
11/10/2007,3:58:00,0.32,0.096,240.06,1.4,0.0,2.0,0.0,2007-10-11 03:58:00
3/9/2008,5:59:00,1.874,0.166,237.86,7.8,0.0,0.0,28.0,2008-09-03 05:59:00
29/12/2006,17:17:00,0.358,0.224,234.82,1.8,0.0,0.0,0.0,2006-12-29 17:17:00
30/8/2007,15:08:00,0.206,0.134,240.65,1.0,0.0,0.0,0.0,2007-08-30 15:08:00
29/3/2007,4:50:00,0.314,0.12,241.71,1.4,0.0,0.0,0.0,2007-03-29 04:50:00
1/11/2008,5:50:00,0.426,0.05,243.87,2.0,0.0,0.0,0.0,2008-11-01 05:50:00
10/4/2008,3:43:00,0.356,0.122,244.75,1.4,0.0,0.0,1.0,2008-04-10 03:43:00
7/3/2008,11:02:00,1.408,0.148,238.03,5.8,0.0,0.0,18.0,2008-03-07 11:02:00
9/3/2008,20:54:00,3.526,0.366,237.06,15.0,0.0,1.0,0.0,2008-03-09 20:54:00
17/1/2008,23:15:00,0.792,0.08,242.99,3.2,0.0,0.0,0.0,2008-01-17 23:15:00
11/3/2008,14:48:00,1.398,0.078,237.94,5.8,0.0,0.0,18.0,2008-03-11 14:48:00
2/2/2008,20:42:00,5.836,0.202,233.89,24.8,38.0,0.0,17.0,2008-02-02 20:42:00
21/12/2007,16:01:00,1.44,0.096,242.13,5.8,0.0,0.0,18.0,2007-12-21 16:01:00
10/6/2007,14:05:00,2.146,0.232,240.13,9.0,1.0,0.0,18.0,2007-06-10 14:05:00
6/2/2008,16:54:00,1.496,0.2,243.36,6.2,0.0,0.0,18.0,2008-02-06 16:54:00
21/2/2007,14:25:00,0.398,0.152,243.5,1.8,0.0,0.0,0.0,2007-02-21 14:25:00
25/3/2008,21:37:00,2.822,0.0,243.53,11.6,1.0,0.0,18.0,2008-03-25 21:37:00
8/2/2007,8:47:00,1.398,0.0,241.15,5.8,0.0,0.0,18.0,2007-02-08 08:47:00
25/10/2007,5:30:00,0.306,0.114,243.93,1.2,0.0,0.0,0.0,2007-10-25 05:30:00
9/7/2008,15:21:00,0.304,0.246,240.75,1.6,0.0,0.0,1.0,2008-07-09 15:21:00
3/6/2008,16:09:00,1.654,0.254,233.35,7.2,0.0,1.0,11.0,2008-06-03 16:09:00
15/12/2007,17:29:00,4.344,0.072,235.01,18.4,0.0,1.0,17.0,2007-12-15 17:29:00
30/6/2008,23:06:00,0.296,0.23,242.63,1.4,0.0,1.0,1.0,2008-06-30 23:06:00
20/11/2007,2:39:00,0.412,0.204,243.13,2.0,0.0,0.0,0.0,2007-11-20 02:39:00
1/8/2007,18:19:00,0.17,0.098,236.5,0.8,0.0,0.0,0.0,2007-08-01 18:19:00
24/3/2008,22:55:00,1.956,0.078,244.86,8.0,0.0,0.0,0.0,2008-03-24 22:55:00
12/4/2008,2:27:00,0.45,0.234,242.47,2.0,0.0,1.0,1.0,2008-04-12 02:27:00
21/10/2008,4:02:00,0.844,0.068,242.37,3.6,0.0,1.0,10.0,2008-10-21 04:02:00
29/11/2007,22:35:00,0.946,0.046,242.99,4.0,0.0,0.0,0.0,2007-11-29 22:35:00
9/10/2008,21:13:00,4.276,0.0,236.83,18.0,38.0,0.0,18.0,2008-10-09 21:13:00
27/12/2006,17:27:00,0.328,0.18,242.7,1.6,0.0,0.0,0.0,2006-12-27 17:27:00
12/12/2007,21:59:00,1.636,0.23,238.33,6.8,0.0,0.0,18.0,2007-12-12 21:59:00
3/10/2008,4:05:00,0.276,0.0,241.24,1.2,0.0,0.0,1.0,2008-10-03 04:05:00
23/11/2007,13:23:00,1.714,0.066,239.98,7.2,1.0,0.0,18.0,2007-11-23 13:23:00
12/1/2008,4:56:00,0.458,0.0,242.87,2.2,0.0,0.0,0.0,2008-01-12 04:56:00
2/6/2007,16:32:00,1.428,0.156,235.32,6.0,0.0,2.0,17.0,2007-06-02 16:32:00
17/3/2008,23:29:00,0.288,0.092,243.31,1.2,0.0,1.0,0.0,2008-03-17 23:29:00
11/9/2007,2:58:00,0.206,0.11,241.57,1.0,0.0,0.0,0.0,2007-09-11 02:58:00
24/2/2008,23:33:00,0.294,0.104,243.69,1.2,0.0,1.0,0.0,2008-02-24 23:33:00
21/12/2006,4:41:00,0.21,0.0,243.99,0.8,0.0,0.0,0.0,2006-12-21 04:41:00
23/1/2007,23:38:00,0.246,0.0,242.94,1.0,0.0,0.0,0.0,2007-01-23 23:38:00
28/8/2007,4:32:00,0.114,0.0,242.07,0.6,0.0,0.0,0.0,2007-08-28 04:32:00
25/1/2007,13:00:00,0.332,0.154,241.81,1.4,0.0,0.0,0.0,2007-01-25 13:00:00
8/8/2007,1:35:00,1.094,0.0,231.9,4.6,0.0,0.0,17.0,2007-08-08 01:35:00
22/8/2008,3:06:00,0.08,0.0,240.66,0.2,0.0,0.0,1.0,2008-08-22 03:06:00
20/7/2008,13:33:00,0.374,0.054,238.69,1.6,2.0,1.0,1.0,2008-07-20 13:33:00
7/4/2007,3:56:00,0.364,0.14,240.86,1.6,0.0,0.0,0.0,2007-04-07 03:56:00
12/4/2008,23:41:00,2.838,0.254,240.98,11.8,2.0,0.0,18.0,2008-04-12 23:41:00
10/4/2007,21:13:00,1.052,0.134,238.08,4.6,0.0,2.0,0.0,2007-04-10 21:13:00
16/7/2008,19:00:00,0.328,0.258,241.91,1.6,0.0,1.0,0.0,2008-07-16 19:00:00
23/1/2008,12:15:00,1.494,0.084,240.78,6.2,0.0,0.0,18.0,2008-01-23 12:15:00
24/4/2008,20:12:00,2.712,0.402,240.47,11.8,0.0,0.0,0.0,2008-04-24 20:12:00
8/2/2007,0:53:00,0.304,0.118,243.46,1.4,0.0,1.0,0.0,2007-02-08 00:53:00
23/3/2008,9:58:00,1.798,0.064,240.42,7.4,1.0,1.0,18.0,2008-03-23 09:58:00
15/10/2007,1:38:00,0.218,0.0,241.29,0.8,0.0,0.0,0.0,2007-10-15 01:38:00
23/1/2008,15:26:00,1.446,0.0,244.61,5.8,0.0,0.0,19.0,2008-01-23 15:26:00
15/1/2007,6:30:00,0.3,0.136,243.97,1.4,0.0,1.0,0.0,2007-01-15 06:30:00
2/5/2008,5:44:00,0.248,0.0,240.36,1.0,0.0,0.0,0.0,2008-05-02 05:44:00
27/3/2008,16:57:00,0.374,0.208,244.1,1.6,0.0,2.0,0.0,2008-03-27 16:57:00
5/12/2008,18:08:00,1.506,0.072,242.84,6.2,0.0,0.0,0.0,2008-12-05 18:08:00
21/1/2007,14:17:00,1.76,0.406,243.8,7.4,0.0,0.0,18.0,2007-01-21 14:17:00
28/8/2007,17:49:00,0.248,0.194,240.22,1.2,0.0,2.0,0.0,2007-08-28 17:49:00
10/3/2008,22:27:00,3.348,0.066,238.37,14.0,38.0,0.0,0.0,2008-03-10 22:27:00
11/9/2008,5:01:00,0.24,0.102,237.66,1.0,0.0,0.0,0.0,2008-09-11 05:01:00
23/11/2007,0:52:00,0.222,0.0,243.87,1.0,0.0,0.0,0.0,2007-11-23 00:52:00
16/2/2007,13:56:00,0.428,0.254,240.28,2.0,0.0,1.0,0.0,2007-02-16 13:56:00
16/7/2007,0:08:00,1.378,0.222,240.98,5.8,0.0,1.0,18.0,2007-07-16 00:08:00
20/3/2008,15:49:00,0.222,0.0,243.62,0.8,0.0,0.0,0.0,2008-03-20 15:49:00
23/11/2007,1:33:00,0.34,0.14,243.02,1.4,0.0,2.0,0.0,2007-11-23 01:33:00
17/4/2007,0:41:00,0.354,0.236,241.44,1.8,0.0,0.0,0.0,2007-04-17 00:41:00
3/2/2007,12:25:00,1.704,0.1,237.12,7.2,0.0,0.0,17.0,2007-02-03 12:25:00
3/4/2007,5:23:00,0.216,0.0,241.27,1.0,0.0,0.0,0.0,2007-04-03 05:23:00
2/12/2007,4:13:00,0.906,0.146,243.2,3.8,0.0,0.0,0.0,2007-12-02 04:13:00
16/5/2008,1:00:00,0.276,0.118,244.4,1.2,0.0,1.0,1.0,2008-05-16 01:00:00
21/11/2007,6:14:00,0.23,0.0,244.17,1.0,0.0,0.0,0.0,2007-11-21 06:14:00
2/12/2007,11:51:00,1.484,0.0,237.96,6.2,0.0,0.0,17.0,2007-12-02 11:51:00
24/3/2008,15:11:00,5.604,0.076,238.03,23.6,37.0,31.0,17.0,2008-03-24 15:11:00
17/2/2008,8:22:00,1.332,0.056,244.6,5.4,0.0,0.0,19.0,2008-02-17 08:22:00
6/4/2008,14:25:00,1.62,0.214,247.68,6.6,0.0,0.0,19.0,2008-04-06 14:25:00
14/3/2008,16:34:00,2.74,0.214,240.65,11.8,0.0,2.0,18.0,2008-03-14 16:34:00
25/4/2008,7:03:00,1.674,0.102,238.7,7.0,0.0,0.0,18.0,2008-04-25 07:03:00
3/6/2008,21:29:00,2.666,0.15,232.68,11.4,0.0,0.0,18.0,2008-06-03 21:29:00
20/8/2008,20:12:00,0.082,0.0,242.93,0.2,0.0,0.0,0.0,2008-08-20 20:12:00
15/11/2008,11:37:00,0.366,0.07,237.48,1.6,0.0,0.0,0.0,2008-11-15 11:37:00
19/10/2008,19:25:00,2.058,0.486,233.16,9.0,0.0,0.0,0.0,2008-10-19 19:25:00
13/8/2007,5:57:00,0.116,0.0,235.61,0.6,0.0,0.0,0.0,2007-08-13 05:57:00
24/4/2007,6:50:00,1.276,0.15,236.14,5.4,0.0,0.0,0.0,2007-04-24 06:50:00
28/12/2006,18:41:00,2.218,0.14,240.36,9.2,0.0,1.0,18.0,2006-12-28 18:41:00
5/4/2008,19:14:00,2.05,0.266,235.71,8.8,0.0,0.0,18.0,2008-04-05 19:14:00
14/3/2007,2:34:00,0.462,0.248,243.47,2.2,0.0,1.0,0.0,2007-03-14 02:34:00
11/10/2007,21:18:00,4.2,0.242,235.68,17.8,21.0,0.0,17.0,2007-10-11 21:18:00
11/12/2008,9:28:00,1.45,0.092,246.94,5.8,0.0,0.0,19.0,2008-12-11 09:28:00
20/6/2008,9:28:00,1.328,0.108,237.54,5.6,0.0,0.0,18.0,2008-06-20 09:28:00
20/11/2008,23:31:00,0.45,0.062,242.92,1.8,0.0,0.0,0.0,2008-11-20 23:31:00
11/1/2008,14:02:00,0.552,0.046,242.14,2.2,0.0,0.0,0.0,2008-01-11 14:02:00
25/11/2007,9:58:00,0.724,0.0,242.44,3.2,0.0,0.0,0.0,2007-11-25 09:58:00
12/1/2007,17:37:00,0.59,0.146,240.16,2.4,0.0,0.0,0.0,2007-01-12 17:37:00
16/1/2008,4:06:00,0.512,0.128,244.34,2.4,0.0,1.0,0.0,2008-01-16 04:06:00
